EventID	TotalHits	UniqueHits	Ratio
7912	1458	398	0.272977
7914	208	28	0.134615
7915	5415	1790	0.330563
7920	19709	1599	0.0811304
7921	371	319	0.859838
7923	1598	1057	0.661452
7925	100	100	1
7927	52	17	0.326923
7930	224	50	0.223214
7935	212	28	0.132075
7940	1086	744	0.685083
7945	6366	790	0.124097
7949	2032	1960	0.964567
7950	9495	1788	0.18831
7952	4972	2308	0.4642
7957	947	849	0.896515
7960	100	100	1
7962	213	110	0.516432
7963	2046	230	0.112414
7965	156	20	0.128205
7967	189	29	0.153439
7968	341	138	0.404692
7974	516	69	0.133721
7978	63	9	0.142857
7982	1470	1384	0.941497
7989	179	41	0.22905
7990	58	58	1
7991	17066	2685	0.15733
7993	213	38	0.178404
7996	107	37	0.345794
7997	774	193	0.249354
7999	5601	2461	0.439386
8000	76	76	1
8001	1127	448	0.397516
8004	120	15	0.125
8007	13830	2353	0.170137
8008	370	178	0.481081
8009	1210	1072	0.88595
8010	1881	811	0.431154
8012	1099	1051	0.956324
8013	5291	983	0.185787
8019	2337	2337	1
8025	1551	1319	0.850419
8026	747	128	0.171352
8035	76	76	1
8038	519	519	1
8039	424	424	1
8042	2441	2441	1
8045	585	179	0.305983
8046	495	92	0.185859
8047	7857	2646	0.33677
8050	1178	878	0.745331
8051	353	353	1
8052	25	25	1
8059	122	122	1
8060	9	9	1
8061	70	10	0.142857
8064	2716	1213	0.446613
8065	106	34	0.320755
8067	32	32	1
8068	38	24	0.631579
8070	31	31	1
8071	77	11	0.142857
8073	2540	1865	0.734252
8074	1927	235	0.121951
8075	1297	1297	1
8079	14	14	1
8093	90	24	0.266667
8094	91	13	0.142857
8098	638	105	0.164577
8100	320	40	0.125
8102	100	14	0.14
8103	1408	155	0.110085
8110	923	103	0.111593
8112	1623	1608	0.990758
8114	95	16	0.168421
8118	165	47	0.284848
8120	170	22	0.129412
8123	5	5	1
8124	1723	1687	0.979106
8126	813	813	1
8130	13474	3091	0.229405
8131	176	176	1
8132	16	16	1
8133	18	18	1
8135	11415	2587	0.226632
8136	171	45	0.263158
8137	782	746	0.953964
8141	279	189	0.677419
8143	14743	1830	0.124127
8146	2299	274	0.119182
8147	1818	813	0.447195
8149	2462	2462	1
8150	2090	264	0.126316
8153	6195	826	0.133333
8159	77	77	1
8160	1246	1246	1
8162	34	28	0.823529
8164	1226	156	0.127243
8165	3243	564	0.173913
8168	548	220	0.40146
8171	14	14	1
8172	142	22	0.15493
8173	351	225	0.641026
8174	330	300	0.909091
8179	189	57	0.301587
8181	119	17	0.142857
8182	130	40	0.307692
8185	5	5	1
8186	777	92	0.118404
8187	611	611	1
8189	15038	3163	0.210334
8190	790	790	1
8192	18	18	1
8194	5255	776	0.147669
8196	655	655	1
8197	989	989	1
8198	10667	2177	0.204087
8200	5906	662	0.112089
8201	70	10	0.142857
8202	612	77	0.125817
8203	8767	755	0.0861184
8205	518	74	0.142857
8213	41	29	0.707317
8214	47	47	1
8217	316	132	0.417722
8221	3523	808	0.22935
8222	1513	137	0.0905486
8227	16516	4037	0.24443
8229	88	26	0.295455
8230	759	143	0.188406
8232	6	6	1
8234	818	707	0.864303
8235	8420	1127	0.133848
8236	490	281	0.573469
8241	1741	1553	0.892016
8243	480	264	0.55
8245	371	96	0.25876
8247	171	171	1
8252	31	31	1
8253	13313	1166	0.0875836
8255	238	238	1
8258	6585	1297	0.196963
8261	63	9	0.142857
8262	352	42	0.119318
8264	56	8	0.142857
8267	441	145	0.328798
8268	102	102	1
8274	67	67	1
8279	4089	4061	0.993152
8280	269	72	0.267658
8284	1450	1360	0.937931
8289	74	74	1
8290	848	683	0.805425
8291	3146	2252	0.71583
8292	1546	1432	0.926261
8295	454	454	1
8296	1027	453	0.441091
8299	953	953	1
8304	1503	1461	0.972056
8307	176	176	1
8308	1016	631	0.621063
8309	172	23	0.133721
8310	220	220	1
8312	231	231	1
8314	1107	485	0.438121
8320	36	36	1
8321	88	88	1
8325	416	70	0.168269
8327	1845	240	0.130081
8332	2392	1528	0.638796
8335	1604	1479	0.92207
8339	6976	3245	0.465166
8340	498	245	0.491968
8342	87	87	1
8343	1921	1526	0.794378
8347	1265	142	0.112253
8349	87	87	1
8351	901	789	0.875694
8353	4708	383	0.0813509
8355	1179	1179	1
8356	70	10	0.142857
8358	566	566	1
8362	12753	2921	0.229044
8363	674	443	0.65727
8366	3024	1595	0.527447
8369	3361	2584	0.768819
8374	13075	1118	0.0855067
8376	152	19	0.125
8377	39	39	1
8380	485	59	0.121649
8387	53	53	1
8392	785	113	0.143949
8393	319	69	0.216301
8395	53	53	1
8396	55	55	1
8397	226	226	1
8398	19	19	1
8399	31	31	1
8401	1129	543	0.480957
8402	105	15	0.142857
8403	227	32	0.140969
8409	31	31	1
8412	122	122	1
8416	240	30	0.125
8418	417	54	0.129496
8419	6708	665	0.0991354
8421	93	93	1
8423	1925	1925	1
8424	203	28	0.137931
8425	8	8	1
8429	325	325	1
8432	419	419	1
8436	479	479	1
8440	1002	728	0.726547
8446	602	74	0.122924
8448	8	2	0.25
8449	4414	596	0.135025
8450	314	314	1
8452	3974	666	0.167589
8455	985	985	1
8459	18634	1717	0.0921434
8464	199	73	0.366834
8468	998	998	1
8470	67	31	0.462687
8473	733	287	0.391542
8476	10891	1315	0.120742
8485	566	287	0.507067
8487	309	109	0.352751
8488	9	9	1
8489	89	34	0.382022
8492	14533	2082	0.14326
8493	281	91	0.323843
8494	438	256	0.584475
8496	1047	125	0.119389
8497	1056	815	0.77178
8498	82	82	1
8500	160	160	1
8502	318	38	0.119497
8504	701	110	0.156919
8508	396	234	0.590909
8511	21320	1876	0.0879925
8512	416	44	0.105769
8513	292	64	0.219178
8514	2571	1627	0.632828
8517	51	40	0.784314
8525	4386	837	0.190834
8529	2179	286	0.131253
8530	552	89	0.161232
8531	50	50	1
8533	3619	430	0.118817
8538	38	38	1
8539	15	15	1
8541	5183	1024	0.197569
8543	1519	213	0.140224
8545	2020	1930	0.955446
8546	7338	934	0.127283
8547	70	70	1
8552	1974	1212	0.613982
8556	12	12	1
8558	2583	296	0.114595
8561	120	98	0.816667
8562	691	120	0.173661
8563	41	35	0.853659
8564	2838	471	0.165962
8572	9475	1166	0.123061
8573	79	79	1
8575	483	378	0.782609
8576	10688	1642	0.15363
8580	382	50	0.13089
8581	36	36	1
8582	305	134	0.439344
8584	2709	2286	0.843854
8585	4466	2140	0.479176
8586	517	373	0.72147
8589	91	91	1
8591	2997	2676	0.892893
8595	138	43	0.311594
8597	197	27	0.137056
8604	30	30	1
8605	554	491	0.886282
8606	775	445	0.574194
8611	350	46	0.131429
8612	5057	706	0.139608
8614	2912	2781	0.955014
8615	47	47	1
8616	72	72	1
8617	296	144	0.486486
8623	14	14	1
8626	2758	2758	1
8627	632	323	0.511076
8630	8083	2756	0.340963
8631	10	10	1
8634	1464	168	0.114754
8637	451	451	1
8638	10970	2019	0.184047
8639	555	555	1
8644	352	69	0.196023
8646	22316	1941	0.086978
8647	189	189	1
8651	517	108	0.208897
8652	2821	2330	0.825948
8653	7452	1001	0.134326
8654	108	18	0.166667
8655	13954	1882	0.134872
8657	6	6	1
8658	16801	2200	0.130945
8660	3066	360	0.117417
8661	90	90	1
8666	787	787	1
8669	497	497	1
8670	31	31	1
8673	96	96	1
8674	1678	1428	0.851013
8678	1540	1034	0.671429
8682	925	925	1
8683	160	82	0.5125
8684	304	39	0.128289
8687	288	42	0.145833
8688	458	55	0.120087
8690	435	262	0.602299
8694	419	54	0.128878
8696	3611	392	0.108557
8698	696	696	1
8699	1038	681	0.656069
8700	1875	379	0.202133
8702	1255	1255	1
8710	167	22	0.131737
8712	10	10	1
8715	160	20	0.125
8716	133	19	0.142857
8717	25	25	1
8718	33	33	1
8719	114	15	0.131579
8720	251	39	0.155378
8721	1565	171	0.109265
8722	6916	1171	0.169318
8725	231	231	1
8726	90	90	1
8727	12720	4023	0.316274
8728	7139	891	0.124807
8729	11	11	1
8730	333	38	0.114114
8735	29	29	1
8736	441	56	0.126984
8739	921	402	0.436482
8740	22	22	1
8744	5383	3264	0.606353
8745	190	190	1
8748	233	47	0.201717
8750	260	36	0.138462
8751	1086	1086	1
8752	43	19	0.44186
8754	17903	2520	0.140759
8756	268	54	0.201493
8758	26451	2171	0.0820763
8760	615	135	0.219512
8761	106	22	0.207547
8765	925	925	1
8766	314	70	0.22293
8767	391	48	0.122762
8768	5487	871	0.158739
8773	12366	1882	0.152191
8775	550	490	0.890909
8776	16039	3032	0.189039
8777	156	156	1
8781	11793	2749	0.233104
8782	674	674	1
8783	237	31	0.130802
8784	111	111	1
8786	222	103	0.463964
8788	287	89	0.310105
8790	21300	3028	0.14216
8791	152	20	0.131579
8793	92	92	1
8794	1150	439	0.381739
8795	22170	4072	0.183672
8797	34	34	1
8799	26	26	1
8802	316	127	0.401899
8804	29	29	1
8806	5039	1992	0.395317
8810	324	44	0.135802
8811	1149	1149	1
8812	57	57	1
8816	97	97	1
8820	1470	1126	0.765986
8823	254	33	0.129921
8824	782	399	0.51023
8834	2078	2024	0.974013
8836	76	76	1
8837	505	88	0.174257
8838	195	195	1
8840	1395	198	0.141935
8842	1303	1303	1
8843	49	49	1
8845	1923	221	0.114925
8848	1235	1235	1
8849	1860	1830	0.983871
8851	47	47	1
8852	10154	1851	0.182293
8855	165	165	1
8861	550	550	1
8862	1352	863	0.638314
8863	576	107	0.185764
8865	194	54	0.278351
8867	1536	1258	0.81901
8869	187	27	0.144385
8870	7620	2115	0.277559
8871	19725	2151	0.109049
8872	5088	4000	0.786164
8876	7513	4026	0.535871
8881	2099	1829	0.871367
8884	625	625	1
8885	2063	226	0.109549
8889	4158	514	0.123617
8891	1813	636	0.3508
8892	82	82	1
8896	930	930	1
8897	2203	236	0.107127
8898	3404	439	0.128966
8899	341	48	0.140762
8901	13	13	1
8904	112	16	0.142857
8906	146	82	0.561644
8907	1544	185	0.119819
8909	611	229	0.374795
8913	186	186	1
8915	8730	999	0.114433
8919	87	14	0.16092
8921	2547	2094	0.822144
8922	269	45	0.167286
8923	18	18	1
8924	8054	2124	0.26372
8926	640	486	0.759375
8930	5680	983	0.173063
8931	13	13	1
8932	68	68	1
8935	3261	1288	0.394971
8937	415	376	0.906024
8939	6666	988	0.148215
8945	483	337	0.697723
8946	32	32	1
8949	664	175	0.263554
8953	96	96	1
8954	2214	2106	0.95122
8955	599	599	1
8956	1567	1325	0.845565
8959	3746	1106	0.295248
8964	2602	1071	0.411606
8965	64	64	1
8966	161	76	0.47205
8968	203	68	0.334975
8970	818	94	0.114914
8972	18	3	0.166667
8975	124	81	0.653226
8979	1645	204	0.124012
8982	89	89	1
8986	587	77	0.131175
8989	76	12	0.157895
8990	575	329	0.572174
8995	174	174	1
8997	1685	737	0.437389
8998	1748	355	0.203089
9000	83	83	1
9002	128	16	0.125
9005	398	398	1
9009	477	66	0.138365
9013	684	684	1
9014	1758	744	0.423208
9016	11	11	1
9017	22	22	1
9021	1581	1581	1
9022	4356	409	0.0938935
9024	148	148	1
9026	271	36	0.132841
9029	937	732	0.781217
9032	684	98	0.143275
9033	15859	2643	0.166656
9036	168	21	0.125
9038	141	29	0.205674
9045	281	227	0.807829
9046	453	258	0.569536
9047	806	734	0.91067
9049	11152	1276	0.114419
9050	7844	839	0.106961
9051	1007	531	0.527309
9052	545	80	0.146789
9058	55	55	1
9061	1306	229	0.175345
9063	6	6	1
9064	8674	3359	0.387249
9068	104	13	0.125
9070	18	4	0.222222
9071	426	426	1
9073	2035	221	0.1086
9080	44	44	1
9084	844	677	0.802133
9086	49	19	0.387755
9087	23	23	1
9088	4237	883	0.208402
9089	1783	193	0.108245
9090	1841	1386	0.752852
9091	1042	880	0.84453
9092	1182	157	0.132826
9093	1206	1181	0.97927
9095	476	67	0.140756
9097	391	83	0.212276
9101	19	19	1
9103	10841	1089	0.100452
9106	431	266	0.617169
9107	103	103	1
9108	564	74	0.131206
9109	69	11	0.15942
9110	1729	325	0.18797
9112	17	17	1
9115	98	14	0.142857
9116	2765	1219	0.440868
9117	824	824	1
9120	337	337	1
9122	202	202	1
9123	2186	268	0.122598
9127	826	826	1
9128	184	30	0.163043
9129	17	17	1
9130	5416	657	0.121307
9131	2405	847	0.352183
9132	1334	932	0.698651
9133	16677	2885	0.172993
9135	4527	4166	0.920256
9139	23823	3051	0.12807
9140	49	49	1
9144	1548	208	0.134367
9146	743	84	0.113055
9148	623	623	1
9149	1093	139	0.127173
9150	77	77	1
9151	13940	2746	0.196987
9154	14311	1599	0.111732
9155	1199	1192	0.994162
9158	422	51	0.120853
9160	858	146	0.170163
9161	3	3	1
9166	473	473	1
9175	1517	1329	0.876071
9177	245	63	0.257143
9183	801	530	0.661673
9185	2780	2708	0.974101
9188	24	24	1
9191	13534	1797	0.132777
9192	88	88	1
9194	1201	1201	1
9198	233	89	0.381974
9202	136	17	0.125
9203	2790	542	0.194265
9204	42	42	1
9207	9	9	1
9208	16	16	1
9210	12130	2059	0.169744
9212	210	64	0.304762
9213	2246	264	0.117542
9214	13	13	1
9217	184	28	0.152174
9218	96	16	0.166667
9219	7147	1017	0.142297
9220	28	28	1
9225	18	18	1
9228	330	330	1
9235	201	166	0.825871
9236	27	27	1
9239	620	98	0.158065
9241	1931	1769	0.916106
9242	115	115	1
9243	295	64	0.216949
9246	48	48	1
9247	1736	217	0.125
9248	129	17	0.131783
9253	2928	2320	0.79235
9255	250	32	0.128
9257	1606	1428	0.889166
9259	416	52	0.125
9260	5180	785	0.151544
9262	1670	1388	0.831138
9264	570	486	0.852632
9269	136	136	1
9280	2117	517	0.244214
9283	59	59	1
9284	229	229	1
9286	25012	2749	0.109907
9288	448	56	0.125
9291	678	224	0.330383
9293	1693	971	0.573538
9294	213	28	0.131455
9297	43	43	1
9300	13	13	1
9301	1802	203	0.112653
9302	1234	1077	0.872771
9304	286	208	0.727273
9306	242	226	0.933884
9309	14	14	1
9310	1284	1234	0.961059
9312	98	14	0.142857
9317	3129	2953	0.943752
9318	779	779	1
9320	15	15	1
9325	168	42	0.25
9330	3321	477	0.143631
9332	7863	2782	0.353809
9336	200	122	0.61
9343	7110	729	0.102532
9348	248	248	1
9350	216	48	0.222222
9352	275	89	0.323636
9353	986	986	1
9354	28	28	1
9356	389	389	1
9358	210	29	0.138095
9360	836	591	0.706938
9364	2671	325	0.121677
9366	328	41	0.125
9367	578	578	1
9368	284	38	0.133803
9370	884	693	0.783937
9372	1281	1281	1
9373	24	24	1
9374	1335	1075	0.805243
9375	69	69	1
9376	8266	2640	0.319381
9377	65	41	0.630769
9380	2297	2130	0.927296
9382	32	32	1
9384	190	24	0.126316
9385	504	328	0.650794
9386	649	649	1
9387	14	14	1
9389	57	57	1
9392	121	79	0.652893
9393	1257	642	0.51074
9397	272	40	0.147059
9398	589	136	0.2309
9399	7727	2006	0.259609
9400	260	260	1
9404	1052	920	0.874525
9405	3618	450	0.124378
9406	24	24	1
9410	2275	808	0.355165
9416	295	54	0.183051
9417	392	84	0.214286
9420	659	84	0.127466
9422	90	48	0.533333
9424	5591	751	0.134323
9427	398	51	0.128141
9428	151	151	1
9429	306	306	1
9430	1239	347	0.280065
9431	1121	134	0.119536
9433	480	98	0.204167
9436	852	98	0.115023
9438	1623	1553	0.95687
9445	2386	2049	0.858759
9447	3302	3050	0.923683
9450	20	20	1
9451	61	61	1
9452	238	238	1
9453	33	33	1
9455	12170	2632	0.21627
9456	111	111	1
9457	1805	1739	0.963435
9458	1336	311	0.232784
9459	222	39	0.175676
9461	212	58	0.273585
9462	4155	466	0.112154
9466	6081	773	0.127117
9467	3704	1417	0.382559
9468	1745	1210	0.69341
9472	277	277	1
9473	538	83	0.154275
9477	352	352	1
9478	685	73	0.106569
9479	899	385	0.428254
9480	40	40	1
9482	346	40	0.115607
9485	3343	1071	0.320371
9487	304	108	0.355263
9488	2441	423	0.17329
9489	2089	1895	0.907133
9490	56	8	0.142857
9491	139	49	0.352518
9492	52	17	0.326923
9494	45	45	1
9495	674	674	1
9498	1636	1490	0.910758
9501	14329	1018	0.0710447
9503	949	949	1
9504	38	38	1
9508	7729	1001	0.129512
9514	270	39	0.144444
9515	75	75	1
9522	236	33	0.139831
9525	544	544	1
9526	1865	1734	0.929759
9527	8605	2667	0.309936
9529	16729	2416	0.14442
9532	10590	2681	0.253163
9534	23954	3769	0.157343
9538	26974	2452	0.0909024
9543	78	78	1
9544	990	131	0.132323
9547	130	30	0.230769
9549	104	13	0.125
9550	6470	749	0.115765
9553	889	858	0.965129
9557	71	71	1
9561	480	368	0.766667
9564	2078	2021	0.97257
9565	20849	1977	0.0948247
9567	1558	224	0.143774
9569	21	21	1
9572	198	25	0.126263
9574	1041	825	0.792507
9575	738	738	1
9578	5453	915	0.167798
9579	840	427	0.508333
9581	341	341	1
9583	945	945	1
9586	133	133	1
9588	1396	178	0.127507
9600	325	46	0.141538
9601	440	440	1
9602	892	765	0.857623
9603	401	82	0.204489
9604	63	15	0.238095
9605	312	312	1
9606	94	94	1
9608	66	66	1
9609	20	12	0.6
9610	96	12	0.125
9612	554	76	0.137184
9615	1295	465	0.359073
9616	422	56	0.132701
9617	15550	2274	0.146238
9618	2522	294	0.116574
9619	198	27	0.136364
9624	16	16	1
9628	547	354	0.647166
9630	431	431	1
9632	201	53	0.263682
9634	18	18	1
9635	2265	1655	0.730684
9637	554	524	0.945848
9638	13637	3686	0.270294
9639	1196	1196	1
9642	336	42	0.125
9644	911	911	1
9646	488	362	0.741803
9651	141	30	0.212766
9653	1033	1033	1
9657	136	38	0.279412
9658	1633	244	0.149418
9659	415	48	0.115663
9661	170	135	0.794118
9663	80	10	0.125
9664	210	29	0.138095
9666	18	18	1
9668	75	75	1
9669	1738	228	0.131185
9671	198	68	0.343434
9673	449	88	0.195991
9674	204	44	0.215686
9678	437	437	1
9679	7907	2323	0.29379
9683	7797	1312	0.16827
9684	21	21	1
9685	112	14	0.125
9687	492	389	0.79065
9689	1969	478	0.242763
9690	211	211	1
9698	169	26	0.153846
9699	283	66	0.233216
9701	14075	1446	0.102735
9704	10915	2171	0.198901
9706	168	24	0.142857
9707	5315	1894	0.35635
9708	13	13	1
9709	6	6	1
9710	2906	2737	0.941844
9712	103	103	1
9715	9320	1070	0.114807
9717	482	410	0.850622
9719	106	34	0.320755
9720	38	38	1
9721	357	357	1
9723	129	43	0.333333
9725	183	25	0.136612
9726	151	151	1
9734	10374	1085	0.104588
9739	4331	1398	0.322789
9743	127	127	1
9744	393	393	1
9745	192	192	1
9746	284	95	0.334507
9747	123	16	0.130081
9748	137	137	1
9750	37	9	0.243243
9752	2144	2016	0.940299
9753	5617	1562	0.278084
9754	10	10	1
9757	26054	3558	0.136563
9761	772	193	0.25
9762	460	460	1
9764	2213	250	0.112969
9765	546	430	0.787546
9766	2378	2019	0.849033
9769	618	286	0.462783
9770	138	47	0.34058
9771	6896	1083	0.157048
9772	221	49	0.221719
9776	55	55	1
9777	163	163	1
9778	142	30	0.211268
9779	265	97	0.366038
9782	849	777	0.915194
9783	1337	1092	0.816754
9784	472	472	1
9785	645	360	0.55814
9790	318	125	0.393082
9792	1956	1956	1
9795	1207	1101	0.912179
9796	385	63	0.163636
9797	235	39	0.165957
9798	260	135	0.519231
9804	4	4	1
9805	87	87	1
9807	110	96	0.872727
9809	1939	1919	0.989685
9812	87	87	1
9814	238	34	0.142857
9817	1754	1139	0.649373
9823	322	322	1
9824	258	34	0.131783
9826	82	82	1
9828	959	791	0.824818
9829	2545	1958	0.769352
9833	201	201	1
9834	2413	320	0.132615
9835	18	3	0.166667
9836	336	46	0.136905
9837	6556	1345	0.205156
9838	73	73	1
9841	54	54	1
9843	320	320	1
9844	5086	1446	0.28431
9846	815	815	1
9847	255	53	0.207843
9854	201	31	0.154229
9856	1042	814	0.78119
9858	921	608	0.660152
9859	84	12	0.142857
9860	151	37	0.245033
9861	182	24	0.131868
9866	11534	1410	0.122247
9867	1879	1361	0.724321
9868	265	54	0.203774
9869	1350	182	0.134815
9873	440	79	0.179545
9875	49	24	0.489796
9877	220	220	1
9878	264	147	0.556818
9881	6708	694	0.103459
9884	105	28	0.266667
9885	8235	1199	0.145598
9886	41	41	1
9892	19	19	1
9894	37	25	0.675676
9895	225	225	1
9897	103	103	1
9899	2896	2029	0.700622
9900	450	57	0.126667
9902	20	20	1
9905	2363	1572	0.665256
9906	359	75	0.208914
9907	129	45	0.348837
9908	1495	1393	0.931773
9910	118	62	0.525424
9911	11	11	1
9913	2150	1437	0.668372
9914	480	480	1
9915	179	179	1
9918	2698	219	0.0811712
9920	1316	1112	0.844985
9921	314	75	0.238854
9922	36	36	1
9923	2174	261	0.120055
9927	3748	1742	0.464781
9928	11199	2640	0.235735
9929	427	269	0.629977
9930	752	500	0.664894
9931	12117	2018	0.166543
9933	456	258	0.565789
9935	96	12	0.125
9938	6171	673	0.109058
9939	47	47	1
9940	58	58	1
9942	654	607	0.928135
9944	39	14	0.358974
9947	154	22	0.142857
9949	1272	1223	0.961478
9953	296	37	0.125
9955	1481	741	0.500338
9956	3	3	1
9961	1776	402	0.226351
9964	462	172	0.372294
9966	17	17	1
9967	4160	509	0.122356
9969	11158	2405	0.21554
9972	470	64	0.13617
9973	19	19	1
9977	428	113	0.264019
9978	67	67	1
9981	500	109	0.218
9982	6577	941	0.143074
9987	61	61	1
9989	29153	3194	0.10956
9990	635	164	0.258268
9991	105	15	0.142857
9992	31	31	1
9993	364	181	0.497253
9994	1809	178	0.0983969
9995	137	137	1
9996	493	346	0.701826
9997	608	608	1
9999	58	58	1
